id,name,sex,dob,num_course_taken,career_path_name,hours_to_complete,time_spent_hrs,prcnt_complete,job_category,city,state
1517,Jacinto Wheeler,M,1994-07-14,10.0,iOS developer,27.0,11.17,0.4137037037037037,software developer,Indiana borough,Vermont
1518,Cristy Camacho,F,1986-01-10,11.0,data analyst,12.0,9.67,0.8058333333333333,HR,Caldwell borough,Virginia
1519,Terrell Reeves,M,1998-05-02,4.0,data scientist,20.0,12.92,0.646,HR,Purple Sage,Oregon
1520,Leigha van der Goot,N,1993-09-21,2.0,android developer,27.0,4.63,0.17148148148148148,software developer,Scotia village,Nevada
1521,Luciano van Ooyen,M,1992-01-09,1.0,backend engineer,18.0,13.28,0.7377777777777778,creative,Islip,Delaware
1522,Emilio Pollard,M,1979-11-28,12.0,ux/ui designer,15.0,2.72,0.18133333333333335,financial services,Cogswell,Mississippi
1523,Elwood Cooley,M,2004-12-19,9.0,data engineer,20.0,5.01,0.2505,student,Indiahoma,Oklahoma
1524,Edmundo Calhoun,M,1998-06-14,4.0,data engineer,20.0,9.26,0.46299999999999997,financial services,Zumbro Falls,New Jersey
1525,Theo de Jonge,N,1976-03-12,14.0,frontend engineer,20.0,4.71,0.2355,engineer,Choctaw,Nebraska
1526,Hai Rosieu,M,1961-01-10,1.0,,,,,software developer,Lake Arbor,Texas
1527,Rhea Yu,F,1958-09-14,11.0,frontend engineer,20.0,8.96,0.44800000000000006,analytics,Cold Bay,Nevada
1528,Arnulfo Jackson,M,1997-08-24,11.0,,,,,education,Trumbull village,Rhode Island
1529,Mohamed van Mourik,M,1975-06-07,5.0,data engineer,20.0,7.17,0.3585,financial services,Truesdale,Maine
1530,Elias Bavelaar,N,1958-10-23,1.0,frontend engineer,20.0,10.76,0.538,software developer,Mirrormont,Illinois
1531,Norman Gallegos,N,2003-03-12,10.0,machine learning engineer,35.0,32.07,0.9162857142857143,student,Cuero,California
1532,Sherwood de Graeff,M,1950-09-03,12.0,,,,,education,Grosse Tete village,Indiana
1533,Chance van Barneveld,M,1949-02-24,1.0,machine learning engineer,35.0,28.66,0.8188571428571428,creative,Jefferson borough,New Mexico
1534,Aron Mendelaar,M,1950-10-23,9.0,backend engineer,18.0,15.4,0.8555555555555556,analytics,Satsop,New Jersey
1535,Rubin Ayers,M,1961-08-17,6.0,ux/ui designer,15.0,4.9,0.3266666666666667,engineer,Argenta village,Louisiana
1536,Kati Mcfarland,N,1984-02-27,9.0,frontend engineer,20.0,2.91,0.14550000000000002,education,Ekalaka,Montana
1537,Jonah van der Peijl,M,1958-02-03,0.0,android developer,27.0,9.78,0.3622222222222222,HR,Forest Oaks,Oklahoma
1538,Roger Spears,M,1985-05-08,14.0,iOS developer,27.0,23.77,0.8803703703703704,financial services,Chickasaw village,California
1539,Queen Pik,F,1987-07-17,10.0,data engineer,20.0,14.84,0.742,HR,Yankee Lake village,New Hampshire
1540,Aron Dunlap,M,1948-10-30,1.0,iOS developer,27.0,1.94,0.07185185185185185,software developer,Orchard village,Utah
1541,Jamar van Erp,M,1946-04-12,1.0,,,,,financial services,James,Hawaii
1542,Ernestina Mercado,N,1986-09-16,14.0,data scientist,20.0,15.56,0.778,financial services,Bushnell,Nebraska
1543,Frederick Reilly,M,2002-11-13,7.0,machine learning engineer,35.0,21.32,0.6091428571428571,,Quakervillage,Maryland
1544,Cecile Wammes,N,1965-01-13,12.0,machine learning engineer,35.0,13.13,0.37514285714285717,analytics,Sherrelwood,Mississippi
1545,Keven Ortiz,M,1951-07-11,8.0,machine learning engineer,35.0,21.89,0.6254285714285714,creative,Twin Oaks,South Dakota
1546,Allan Pham,M,1957-10-20,13.0,android developer,27.0,6.67,0.24703703703703703,financial services,Chillum,Utah
1547,Stanley Hancock,M,1950-07-03,5.0,software engineering,25.0,1.75,0.07,creative,Peaceful Valley,Arizona
1548,Erin Singh,M,1995-03-14,15.0,data scientist,20.0,7.18,0.359,software developer,Napeague,Alabama
1549,Alisha Blackwell,F,1999-05-30,5.0,machine learning engineer,35.0,1.25,0.03571428571428571,analytics,Reklaw,Montana
1550,Nydia Parks,N,1982-12-11,10.0,frontend engineer,20.0,10.76,0.538,education,Iva,Ohio
1551,Kimberely Douglas,N,2004-01-28,12.0,backend engineer,18.0,15.94,0.8855555555555555,student,Industry,New York
1552,Scotty Compton,N,1999-11-13,15.0,data analyst,12.0,9.45,0.7875,engineer,Leisure e,New Jersey
1553,Nana Garrett,F,1975-07-31,8.0,android developer,27.0,2.35,0.08703703703703704,financial services,Fairfax village,Montana
1554,Diego Hart,N,1996-05-18,0.0,machine learning engineer,35.0,5.1,0.1457142857142857,engineer,Pinetop-Lakeside,Florida
1555,Robbie Mathis,F,1962-03-21,6.0,ux/ui designer,15.0,1.95,0.13,software developer,Oaklawn-Sunview,West Virginia
1556,Mamie Renville,F,1953-07-05,9.0,data analyst,12.0,7.97,0.6641666666666667,engineer,Longwood,Pennsylvania
1557,Gwen Mullins,F,1978-06-28,11.0,software engineering,25.0,20.21,0.8084,engineer,College Station,Colorado
1558,Larae Holman,N,1995-11-08,6.0,backend engineer,18.0,17.12,0.9511111111111111,engineer,Kalaoa,Rhode Island
1559,Adrian Rivers,M,1999-11-23,1.0,ux/ui designer,15.0,8.26,0.5506666666666666,education,Mertzon,Minnesota
1560,Mendy Rijckx,F,1958-06-15,9.0,android developer,27.0,21.3,0.7888888888888889,education,Fountain Hill,North Dakota
1561,Darin Savage,M,1989-02-14,3.0,software engineering,25.0,7.91,0.3164,education,Lowndesville,Michigan
1562,Pricilla van Isendoorn,F,1962-05-25,8.0,data scientist,20.0,20.54,1.027,software developer,Fidelity,Michigan
1563,Bernardo Orozco,M,1955-05-13,4.0,iOS developer,27.0,17.17,0.635925925925926,analytics,Albany,Nebraska
1564,Lazaro Boone,M,1961-02-26,0.0,,,,,financial services,Washburn,Florida
1565,Jamika Teisnern,F,1996-10-29,3.0,software engineering,25.0,14.55,0.5820000000000001,analytics,Lucedale,Georgia
1566,Kip Rasmussen,M,1959-06-20,7.0,data scientist,20.0,5.11,0.2555,software developer,Baton Rouge,Wyoming
1567,Hiram Chase,M,1983-09-26,5.0,data engineer,20.0,5.81,0.2905,engineer,Forest Oaks,North Carolina
1568,Jacinda Willems,F,1978-01-25,8.0,software engineering,25.0,25.15,1.006,software developer,Olympian Village,Missouri
1569,Vincent van Osch,N,1948-04-19,13.0,ux/ui designer,15.0,4.96,0.33066666666666666,software developer,Chula Vista-Orason,Nebraska
1570,Arnoldo Patterson,M,1954-02-07,7.0,android developer,27.0,4.0,0.14814814814814814,HR,Timpson,Idaho
1571,Georgene van Kouwenhove,N,1984-02-09,8.0,backend engineer,18.0,7.6,0.4222222222222222,software developer,Algodones,North Carolina
1572,Sulema Key,F,1977-02-19,13.0,frontend engineer,20.0,14.62,0.731,engineer,St. Clair Shores,Utah
1573,Noma Rutledge,F,1955-10-23,13.0,machine learning engineer,35.0,19.02,0.5434285714285714,creative,Spring Hope,Mississippi
1574,Elane Jurriaens,F,1967-09-28,13.0,,,,,analytics,Owl Creek,Alaska
1575,Marvin Slater,M,1990-07-04,4.0,,,,,education,Soddy-Daisy,New York
1576,Michal Ferdinandus,M,1980-01-28,10.0,iOS developer,27.0,22.95,0.85,engineer,Webber,Wyoming
1577,Chanell Boyd,F,1971-04-24,4.0,backend engineer,18.0,2.77,0.15388888888888888,financial services,West Burke village,Maine
1578,Chase Schutter,M,1962-12-01,7.0,android developer,27.0,24.13,0.8937037037037037,HR,Media borough,New York
1579,Bryce Kilwinnet,N,1978-12-18,2.0,software engineering,25.0,22.32,0.8928,HR,Lynch village,North Carolina
1580,Gaylord Jordan,N,1954-07-20,0.0,ux/ui designer,15.0,6.17,0.41133333333333333,engineer,Hodgenville,Illinois
1581,Jonas Moyer,M,1952-11-08,0.0,software engineering,25.0,5.78,0.23120000000000002,engineer,Shady Point,South Dakota
1582,Tatyana Colon,N,1990-09-26,3.0,,,,,education,Anacortes,Connecticut
1583,Mikel Compton,M,1986-07-12,3.0,,,,,HR,Gatesville,Nevada
1584,Delena Lyons,F,1955-08-06,3.0,data scientist,20.0,14.46,0.7230000000000001,software developer,Ansonville,South Dakota
1585,Yesenia Schmitt,N,1957-10-25,6.0,backend engineer,18.0,4.31,0.23944444444444443,financial services,Lake Isabella,Idaho
1586,Delinda Muir,F,1978-04-01,0.0,data scientist,20.0,16.93,0.8465,education,Hagan,New York
1587,Fredrick Hoogerwerf,M,1985-01-27,12.0,data engineer,20.0,11.55,0.5775,analytics,Pine Point,North Carolina
1588,Torrie Bauw,F,1945-07-25,13.0,machine learning engineer,35.0,19.4,0.5542857142857143,creative,Windham,Vermont
1589,Reginald de Rochefort,M,1973-02-05,8.0,iOS developer,27.0,8.4,0.3111111111111111,engineer,Dale,Alaska
1590,Leonel van der May,N,1959-01-27,12.0,software engineering,25.0,21.97,0.8787999999999999,engineer,Atlantic,Louisiana
1591,Herschel Fry,M,1949-11-03,2.0,ux/ui designer,15.0,11.73,0.782,analytics,Macksburg,Alabama
1592,Aubrey Cisneros,F,1973-11-27,10.0,software engineering,25.0,24.87,0.9948,engineer,Decaturville,Rhode Island
1593,Sheryll Amons,F,1960-08-27,6.0,data analyst,12.0,12.83,1.0691666666666666,financial services,Chester borough,North Carolina
1594,Manuel Parsons,M,1989-01-20,14.0,data scientist,20.0,12.37,0.6184999999999999,software developer,Peavine,Oklahoma
1595,Nelson Tegelaar,M,1969-06-13,8.0,backend engineer,18.0,13.74,0.7633333333333333,software developer,Wyeville village,Wyoming
1596,Hector Mueller,M,1952-03-22,13.0,data scientist,20.0,18.78,0.9390000000000001,analytics,Closter borough,Colorado
1597,Joann Todd,N,1999-02-26,14.0,software engineering,25.0,9.92,0.3968,financial services,Venango borough,Vermont
1598,Mercy Glass,N,1994-05-16,13.0,software engineering,25.0,21.65,0.866,analytics,Westby,Minnesota
1599,Eric Gavulik,N,1944-03-28,1.0,android developer,27.0,11.23,0.4159259259259259,creative,Blacksburg,Oregon
1600,Ami Lawrence,N,1961-08-13,5.0,data analyst,12.0,5.27,0.43916666666666665,education,Chevy Chase View,North Carolina
1601,Ivan van Helten,M,1979-01-18,7.0,frontend engineer,20.0,11.69,0.5845,software developer,Gold Hill,Louisiana
1602,Janita van Doorn,N,1961-07-08,6.0,,,,,creative,Bradshaw,North Dakota
1603,Craig Diaz,M,1972-10-02,14.0,iOS developer,27.0,5.34,0.19777777777777777,creative,Jordan,Tennessee
1604,Todd Stein,M,1966-10-08,4.0,android developer,27.0,26.42,0.9785185185185186,software developer,Springview village,Kansas
1605,Dewayne Braun,M,1950-04-14,9.0,data scientist,20.0,2.34,0.11699999999999999,HR,Keensburg village,Michigan
1606,Newton van Malsen,M,1944-06-23,8.0,machine learning engineer,35.0,13.11,0.37457142857142856,creative,Gove,Massachusetts
1607,Elenor Cooley,N,1961-03-05,3.0,backend engineer,18.0,11.07,0.615,HR,McAlmont,West Virginia
1608,Gabriella Bavelaar,F,1991-09-16,10.0,data scientist,20.0,11.7,0.585,software developer,Two Harbors,California
1609,Bernardina Gilbert,F,1968-08-17,15.0,,,,,education,Little York village,West Virginia
1610,Irena Day,N,1997-02-06,9.0,backend engineer,18.0,11.73,0.6516666666666667,financial services,Lake Louise,Ohio
1611,Shon van der Pruyl,M,2000-09-29,10.0,ux/ui designer,15.0,7.72,0.5146666666666666,software developer,Deerfield Beach,South Carolina
1612,Shae Stephens,F,1949-08-11,3.0,,,,,analytics,Corinth village,Oregon
1613,Domenic de Kock,M,1976-06-28,0.0,,,,,education,Grand Pass village,Illinois
1614,Oswaldo Terweele,M,1963-10-01,4.0,software engineering,25.0,7.09,0.2836,financial services,Kanarraville,New Mexico
1615,Jerald Stephanin,M,2001-11-28,4.0,data scientist,20.0,13.07,0.6535,software developer,Medicine Lodge,Texas
1616,Gina Collier,F,1978-04-18,9.0,backend engineer,18.0,11.05,0.6138888888888889,HR,Deal borough,Alaska
1617,Ginette Dircks,N,1962-11-30,1.0,data scientist,20.0,20.9,1.045,creative,Lane,Virginia
1618,Carroll Burt,M,1982-05-17,7.0,backend engineer,18.0,5.96,0.33111111111111113,education,Braman,South Carolina
1619,Chelsey Roeder,F,1946-12-02,2.0,software engineering,25.0,14.59,0.5836,software developer,Poca,Nebraska
1620,Ahmad Bruce,N,1998-02-16,12.0,software engineering,25.0,24.19,0.9676,financial services,Fingal,Utah
1621,Norman van Riemsdaijk,M,2000-04-15,3.0,ux/ui designer,15.0,10.36,0.6906666666666667,HR,Chistochina,Kansas
1622,Darlene Duyn,F,1985-11-06,9.0,machine learning engineer,35.0,19.7,0.5628571428571428,software developer,Hopewell borough,Montana
1623,Russel Ayala,M,1968-05-23,3.0,data analyst,12.0,1.95,0.1625,creative,Gulfport,Virginia
1624,Glen Alexander,M,1951-12-27,15.0,,,,,financial services,Cedar Point village,Georgia
1625,Alonso Sweet,M,1945-05-04,2.0,android developer,27.0,15.29,0.5662962962962963,creative,Bunker,Missouri
1626,Bruna Cooke,F,1967-04-12,4.0,frontend engineer,20.0,14.91,0.7455,creative,Simi Valley,Wisconsin
1627,Leone van Blootenburgh,F,1952-12-27,10.0,data engineer,20.0,16.85,0.8425,engineer,Mountain Mesa,Hawaii
1628,Abram Melton,M,1952-01-13,6.0,software engineering,25.0,16.37,0.6548,financial services,Wiley,Pennsylvania
1629,Clemente Wiggins,N,1967-10-14,0.0,frontend engineer,20.0,1.71,0.08549999999999999,creative,Lawton village,Minnesota
1630,Alan Williams,M,1947-07-11,8.0,ux/ui designer,15.0,14.69,0.9793333333333333,analytics,Minor,Maryland
1631,Dwana Khan,F,1997-02-07,8.0,data analyst,12.0,0.93,0.0775,financial services,Winston village,Montana
1632,Nicky Hewitt,N,1953-01-15,11.0,data analyst,12.0,10.76,0.8966666666666666,analytics,Delta,South Dakota
1633,Timmy Battle,M,1969-01-31,3.0,ux/ui designer,15.0,3.48,0.232,HR,Double Oak,Pennsylvania
1634,Sunny Valencia,N,1998-05-14,5.0,software engineering,25.0,16.44,0.6576000000000001,financial services,Pocahontas village,Rhode Island
1635,Samuel Verkuijl,N,1972-05-17,6.0,data engineer,20.0,10.81,0.5405,creative,Cobb village,Arizona
1636,Valda Mcknight,F,2002-10-02,8.0,data scientist,20.0,13.33,0.6665,student,Appleton,Kansas
1637,Georgiann Glover,F,1974-07-12,12.0,data engineer,20.0,11.62,0.581,HR,Kempton village,Rhode Island
1638,Brianna Ross,F,1943-02-19,9.0,android developer,27.0,3.37,0.12481481481481482,HR,Blue Eye,Oklahoma
1639,Martha Jacobson,F,1990-03-02,6.0,iOS developer,27.0,13.45,0.4981481481481481,education,Five Corners,Nevada
1640,Nella Parks,F,1963-01-21,9.0,frontend engineer,20.0,6.48,0.324,engineer,Oktaha,Washington
1641,Tenisha Otway,F,1963-11-03,10.0,frontend engineer,20.0,17.43,0.8714999999999999,software developer,Legend Lake,Virginia
1642,Nelda Henderson,F,1973-06-10,14.0,software engineering,25.0,2.93,0.11720000000000001,creative,Macedon village,Oregon
1643,Leslie van Iddekinge,N,1953-01-17,11.0,backend engineer,18.0,12.17,0.6761111111111111,analytics,Quinton,Pennsylvania
1644,Galen Jimenez,M,1979-02-14,8.0,,,,,engineer,Kindred,Alaska
1645,Ute Krueger,F,1979-09-26,4.0,android developer,27.0,0.76,0.028148148148148148,software developer,Spiritwood Lake,Missouri
1646,Robbi Hobbs,F,1964-08-09,0.0,,,,,creative,Doerun,Colorado
1647,Nicki Hull,F,1995-07-06,9.0,data engineer,20.0,13.2,0.6599999999999999,analytics,Ackerman,Minnesota
1648,Tyson van der Sluijs,M,1975-11-11,4.0,android developer,27.0,20.09,0.7440740740740741,HR,Bruceton Mills,Georgia
1649,Toney Jefferson,N,1984-09-05,2.0,software engineering,25.0,1.04,0.0416,software developer,Farnham village,Michigan
1650,Shanon van Baal,F,1955-06-05,6.0,data analyst,12.0,8.21,0.6841666666666667,HR,Tazewell,Oklahoma
1651,Tressa Herfkens,F,1946-08-15,8.0,ux/ui designer,15.0,10.17,0.678,analytics,Woodson Terrace,Maryland
1652,Cristin Edwards,F,1975-02-24,4.0,,,,,HR,El Reno,Washington
1653,Landon Schrauwen,M,1944-12-31,4.0,frontend engineer,20.0,3.08,0.154,software developer,Port Hope village,Idaho
1654,Janis Mcconnell,F,1957-02-22,6.0,machine learning engineer,35.0,11.95,0.3414285714285714,financial services,Grand Isle,New Jersey
1655,Mike Klapmuts,N,1947-11-01,5.0,machine learning engineer,35.0,18.39,0.5254285714285715,financial services,Kewanee,Hawaii
1656,Wilburn Cotton,M,2000-05-12,8.0,frontend engineer,20.0,3.18,0.159,engineer,South Park,New Hampshire
1657,Petronila Snyder,N,1970-06-28,11.0,machine learning engineer,35.0,35.87,1.0248571428571427,HR,Waverly Hall,Pennsylvania
1658,Otha Veltkamp,M,1948-07-17,6.0,software engineering,25.0,21.45,0.858,financial services,Berne,Alabama
1659,Chi Heukels,N,1987-09-17,11.0,data analyst,12.0,6.75,0.5625,education,Denton,South Carolina
1660,Tim Salas,M,1993-09-19,0.0,ux/ui designer,15.0,7.64,0.5093333333333333,education,Fort Hancock,Wisconsin
1661,Madelene Huizing,N,1963-05-29,8.0,machine learning engineer,35.0,17.05,0.48714285714285716,engineer,McKeesport,Utah
1662,Emmaline Friedman,F,1976-01-17,13.0,ux/ui designer,15.0,3.1,0.20666666666666667,creative,Louise,Arizona
1663,Grant Gamble,M,1996-03-14,12.0,ux/ui designer,15.0,8.85,0.59,engineer,Broughton village,Maine
1664,Arnoldo Rodgers,N,1997-02-21,1.0,frontend engineer,20.0,13.46,0.673,education,Hastings borough,Iowa
1665,Marcia Beeldhouwer,F,1985-06-02,0.0,data analyst,12.0,6.87,0.5725,HR,Quioque,Florida
1666,Linwood Patrick,N,2001-07-12,5.0,data scientist,20.0,19.66,0.983,financial services,Campbell Station,Oklahoma
1667,Cleopatra Singleton,N,1962-09-16,3.0,machine learning engineer,35.0,9.83,0.28085714285714286,software developer,Copan,Mississippi
1668,Mervin Bradshaw,M,2003-04-25,8.0,data scientist,20.0,19.3,0.9650000000000001,student,Oconto Falls,North Carolina
1669,Elfrieda Sam,F,1968-10-30,0.0,android developer,27.0,14.31,0.53,education,Iroquois,Virginia
1670,Bernardo Montes,M,2001-08-05,12.0,backend engineer,18.0,2.12,0.11777777777777779,software developer,De Graff village,Vermont
1671,Lee van der Sluijs,N,1954-03-13,7.0,android developer,27.0,7.47,0.27666666666666667,creative,Lisle village,Arizona
1672,Clarissa van Bolswaerd,F,1995-11-05,5.0,machine learning engineer,35.0,5.4,0.1542857142857143,financial services,West Carson,Indiana
1673,Jerome Buning,M,1945-01-08,7.0,data scientist,20.0,3.83,0.1915,analytics,East Norwich,Montana
1674,Olimpia Ross,F,1990-09-17,6.0,data analyst,12.0,5.65,0.4708333333333334,software developer,Coaldale borough,Oregon
1675,Fransisca Williams,F,2004-10-03,8.0,software engineering,25.0,4.85,0.19399999999999998,student,Novato,Maryland
1676,Scott Chavez,M,1993-08-03,2.0,data engineer,20.0,1.51,0.0755,analytics,Donnybrook,Florida
1677,Michale de Weerdt,M,1998-05-09,3.0,,,,,HR,Myrtle,Oregon
1678,Camille van Rosmalen,F,1975-02-05,13.0,,,,,creative,Seaside,Connecticut
1679,Gary Rush,M,1973-08-06,4.0,backend engineer,18.0,16.07,0.8927777777777778,HR,Seiling,North Carolina
1680,Miguel Ali,M,1953-03-15,8.0,android developer,27.0,24.28,0.8992592592592593,engineer,Eastgate,Idaho
1681,Charlette Ferrell,F,1947-02-03,10.0,software engineering,25.0,19.59,0.7836,financial services,Newport Beach,Idaho
1682,Angele Koppert,F,1953-05-13,0.0,,,,,HR,Vaughn,Wyoming
1683,Marie Chandler,F,1985-05-29,9.0,backend engineer,18.0,13.24,0.7355555555555555,HR,Edinburg village,Idaho
1684,Lavona Raymond,F,1979-03-21,13.0,,,,,financial services,Galatia,Maine
1685,Hugo Nichols,M,2002-10-13,2.0,android developer,27.0,25.23,0.9344444444444444,student,Woods Hole,Washington
1686,Cliff Wijnslagers,M,1954-01-11,0.0,android developer,27.0,24.04,0.8903703703703704,education,Leith,Kansas
1687,Kelsi Buck,F,1960-09-21,4.0,software engineering,25.0,20.57,0.8228,HR,Fairbanks Ranch,South Dakota
1688,Pablo Foster,N,1992-05-08,9.0,machine learning engineer,35.0,3.65,0.10428571428571429,education,Lebanon borough,Vermont
1689,Lupe Brouwer,M,1982-10-21,11.0,data analyst,12.0,1.16,0.09666666666666666,education,Mertens,Mississippi
1690,Layla van Dussenbroek,F,1998-05-14,0.0,software engineering,25.0,7.13,0.2852,software developer,Warren village,North Dakota
1691,Boyd Weaver,M,1979-03-22,8.0,data engineer,20.0,5.49,0.2745,software developer,Newport Beach,New Mexico
1692,Jeremiah Hamilton,M,1966-12-30,14.0,android developer,27.0,5.16,0.19111111111111112,financial services,Hanson,Montana
1693,Tifany Robinson,F,1967-10-25,10.0,data scientist,20.0,3.13,0.1565,creative,Hermon village,Colorado
1694,Arlette Kruissen,F,1949-01-09,10.0,data engineer,20.0,19.28,0.9640000000000001,creative,Gustine,California
1695,Filiberto Bieren,M,1976-07-31,5.0,iOS developer,27.0,25.28,0.9362962962962963,financial services,South Carrollton,North Dakota
1696,Alan Kuijper,M,1974-10-19,11.0,software engineering,25.0,12.05,0.48200000000000004,education,China,Oklahoma
1697,Karl Tapia,N,1995-08-04,12.0,,,,,HR,Kaskaskia village,Vermont
1698,Jacalyn van Est,F,1988-07-13,6.0,software engineering,25.0,8.53,0.34119999999999995,engineer,Bondurant,Michigan
1699,Kaleigh Sanford,F,1954-06-17,9.0,iOS developer,27.0,9.96,0.36888888888888893,engineer,Kinbrae,Illinois
1700,Tana Maynard,N,1986-05-08,6.0,iOS developer,27.0,13.56,0.5022222222222222,HR,Tacna,California
